gene_id	p_value	dominant_pair	dominant_pair_coor	contribution	residual	FDR	sig	tss	pas
PHB	0.58669426774633	P03-PA02	chr17:49413291:-|chr17:49404835:-	0.120275689105983	0.34680785617685	0.641573254027097	FALSE	chr17:49413291:-;chr17:49414802:-	chr17:49404052:-;chr17:49404835:-
RRBP1	0.588002561196423	P07-PA02	chr20:17682242:-|chr20:17614099:-	0.288027255823058	0.536681708112972	0.642823356006087	FALSE	chr20:17643085:-;chr20:17658932:-;chr20:17682242:-	chr20:17613680:-;chr20:17614099:-
WDR35	0.591010113876856	P05-PA02	chr2:19990105:-|chr2:19935039:-	0.107182495639765	0.327387378559048	0.645908141801032	FALSE	chr2:19953871:-;chr2:19990048:-;chr2:19990105:-	chr2:19913240:-;chr2:19935039:-
ZNF684	0.591156103066293	P01-PA01	chr1:40531573:+|chr1:40547821:+	0.616718782572441	0.785314448213224	0.645908141801032	FALSE	chr1:40531573:+;chr1:40531637:+;chr1:40531722:+	chr1:40547821:+;chr1:40548167:+
ITGA6	0.592155967007667	P04-PA02	chr2:172427668:+|chr2:172506277:+	0.33702734940484	0.580540566545388	0.646819073950856	FALSE	chr2:172427586:+;chr2:172427668:+;chr2:172487962:+	chr2:172506197:+;chr2:172506277:+
PGS1	0.59289457495997	P03-PA02	chr17:78400831:+|chr17:78424659:+	0.566984351743957	0.752983633118248	0.647444202053061	FALSE	chr17:78378649:+;chr17:78400831:+;chr17:78403835:+;chr17:78403964:+	chr17:78424559:+;chr17:78424659:+
PRPSAP2	0.593211556539172	P10-PA02	chr17:18882680:+|chr17:18931268:+	0.819800430181764	0.9054283131103	0.647608690299214	FALSE	chr17:18856299:+;chr17:18858068:+;chr17:18858442:+;chr17:18865469:+;chr17:18865549:+;chr17:18882589:+;chr17:18882680:+;chr17:18911154:+	chr17:18931215:+;chr17:18931268:+
ITGB3BP	0.593581090467222	P03-PA01	chr1:63454949:-|chr1:63440770:-	0.0610948191593352	0.247173661945069	0.647830441600476	FALSE	chr1:63447789:-;chr1:63454949:-;chr1:63490214:-;chr1:63523182:-;chr1:63523502:-	chr1:63440770:-;chr1:63449458:-
SLC2A14	0.594747872355387	P07-PA03	chr12:7873114:-|chr12:7813529:-	0.500591016548463	0.707524569572296	0.648921935840673	FALSE	chr12:7873027:-;chr12:7873114:-;chr12:7873251:-;chr12:7891148:-	chr12:7812514:-;chr12:7812977:-;chr12:7813529:-
CZIB	0.595108403128418	P02-PA01	chr1:53219027:-|chr1:53214099:-	0.026478509745754	0.162722185782253	0.649133374440721	FALSE	chr1:53219027:-;chr1:53219920:-;chr1:53220576:-	chr1:53214099:-;chr1:53214473:-
DECR2	0.598923864690502	P05-PA02	chr16:407427:+|chr16:412482:+	0.138743334883117	0.372482663869229	0.652945920230974	FALSE	chr16:401858:+;chr16:407427:+	chr16:412372:+;chr16:412482:+
COA1	0.59893909096964	P06-PA02	chr7:43729717:-|chr7:43639253:-	0.0915910812140023	0.302640184400556	0.652945920230974	FALSE	chr7:43729474:-;chr7:43729717:-	chr7:43608457:-;chr7:43639253:-
ZNF658	0.599381069202813	P03-PA01	chr9:66900813:+|chr9:66920959:+	0.46583850931677	0.682523632789935	0.653244821502394	FALSE	chr9:66900725:+;chr9:66900813:+	chr9:66920959:+;chr9:66921422:+;chr9:66921665:+
HTATIP2	0.600674570271615	P02-PA01	chr11:20363854:+|chr11:20383428:+	0.596506269565641	0.772338183418146	0.654471341188749	FALSE	chr11:20363685:+;chr11:20363854:+;chr11:20364141:+	chr11:20383428:+;chr11:20383778:+
ARL6IP5	0.601663482404395	P01-PA01	chr3:69084937:+|chr3:69105399:+	0.218366490888349	0.467297005006825	0.65536539927261	FALSE	chr3:69084937:+;chr3:69085015:+	chr3:69105399:+;chr3:69106083:+
ZNF484	0.602270573607286	P01-PA02	chr9:92877968:-|chr9:92845024:-	0.331069429136988	0.57538633033553	0.655843172882004	FALSE	chr9:92877968:-;chr9:92878022:-	chr9:92844182:-;chr9:92845024:-;chr9:92846069:-
SAE1	0.603920759866919	P02-PA01	chr19:47113441:+|chr19:47210191:+	0.0333656840254106	0.182662760368419	0.657456241096732	FALSE	chr19:47113441:+;chr19:47130782:+;chr19:47143494:+	chr19:47210191:+;chr19:47210630:+
TCHP	0.608871708009811	P03-PA03	chr12:109900577:+|chr12:109918066:+	0.166589006539518	0.408153165539014	0.66266076580436	FALSE	chr12:109900264:+;chr12:109900577:+;chr12:109912973:+	chr12:109917074:+;chr12:109917860:+;chr12:109918066:+
REX1BD	0.612230652511777	P03-PA02	chr19:18589602:+|chr19:18592337:+	0.0309920020639836	0.176045454539399	0.66613022085756	FALSE	chr19:18588685:+;chr19:18588796:+;chr19:18589602:+	chr19:18592337:+;chr19:18592133:+
ZNF226	0.612868860978638	P03-PA04	chr19:44170033:+|chr19:44177685:+	0.365889303482587	0.604887843721947	0.666638300025101	FALSE	chr19:44165062:+;chr19:44170033:+	chr19:44172760:+;chr19:44175249:+;chr19:44175429:+;chr19:44177685:+
FAM104B	0.613175848248254	P01-PA01	chrX:55160941:-|chrX:55143107:-	0.116216558092467	0.340905497304557	0.666785915427501	FALSE	chrX:55160941:-;chrX:55161102:-	chrX:55143107:-;chrX:55145896:-
GNPAT	0.613762694690724	P02-PA01	chr1:231266134:+|chr1:231277797:+	0.0416700442679399	0.204132418463947	0.667163325138983	FALSE	chr1:231241207:+;chr1:231266134:+	chr1:231277797:+;chr1:231277923:+
PRIM2	0.613865664178741	P05-PA01	chr6:57532411:+|chr6:57646787:+	0.580944423636521	0.762197102878593	0.667163325138983	FALSE	chr6:57317624:+;chr6:57379947:+;chr6:57532411:+	chr6:57646787:+;chr6:57646850:+
TMEM200A	0.614104439324913	P02-PA02	chr6:130366281:+|chr6:130443062:+	0.112848297213622	0.335929006210572	0.667236556598349	FALSE	chr6:130366017:+;chr6:130366281:+	chr6:130442193:+;chr6:130443062:+
STK40	0.614913967210673	P01-PA01	chr1:36361340:-|chr1:36339628:-	0.0834782608695654	0.288926047405846	0.667929708245298	FALSE	chr1:36361340:-;chr1:36385876:-	chr1:36339628:-;chr1:36341526:-
RGS10	0.616125653023334	P04-PA01	chr10:119536533:-|chr10:119499827:-	0.847784050829353	0.920751894284966	0.66905918193022	FALSE	chr10:119526094:-;chr10:119527477:-;chr10:119536533:-;chr10:119542719:-	chr10:119499827:-;chr10:119499898:-
SLC22A15	0.616953123234463	P01-PA03	chr1:115976513:+|chr1:116069499:+	0.27870753935377	0.527927589119729	0.669770917108691	FALSE	chr1:115976513:+;chr1:115976614:+	chr1:116069405:+;chr1:116069499:+;chr1:116070054:+
ALDH16A1	0.620455251923417	P03-PA02	chr19:49464439:+|chr19:49471048:+	0.345323759452231	0.587642543943366	0.673337041682914	FALSE	chr19:49453225:+;chr19:49453288:+;chr19:49464439:+	chr19:49470589:+;chr19:49471048:+
IFNAR1	0.620583946971049	P02-PA01	chr21:33324904:+|chr21:33356041:+	0.0498208287079055	0.223205799001517	0.673337041682914	FALSE	chr21:33324904:+;chr21:33324970:+	chr21:33356041:+;chr21:33356552:+
DLGAP5	0.620860449607953	P01-PA01	chr14:55152644:-|chr14:55148110:-	0.147940872639751	0.384630826429384	0.673449353670594	FALSE	chr14:55152644:-;chr14:55191544:-	chr14:55148110:-;chr14:55148320:-
PHACTR2	0.621384691617642	P02-PA01	chr6:143608180:+|chr6:143777382:+	0.128312851410674	0.358207832704247	0.673830251940802	FALSE	chr6:143608180:+;chr6:143677965:+	chr6:143777382:+;chr6:143825168:+;chr6:143825865:+
DYNC1LI1	0.623082554369396	P02-PA01	chr3:32570253:-|chr3:32525974:-	0.904528151539642	0.951066849143446	0.675483259303832	FALSE	chr3:32570253:-;chr3:32570693:-;chr3:32570825:-;chr3:32570924:-	chr3:32525974:-;chr3:32526753:-
CHRAC1	0.62326123458658	P03-PA02	chr8:140511982:+|chr8:140517154:+	0.34039902666964	0.583437251698621	0.67548886031335	FALSE	chr8:140511311:+;chr8:140511982:+	chr8:140516700:+;chr8:140517154:+
PPP2R2D	0.627985708893282	P04-PA02	chr10:131940159:+|chr10:131956550:+	0.239915909399159	0.489812116427472	0.680419806490828	FALSE	chr10:131901008:+;chr10:131901266:+;chr10:131940159:+;chr10:131940607:+	chr10:131956242:+;chr10:131956550:+
TAF1B	0.629318564157028	P02-PA05	chr2:9843585:+|chr2:9934283:+	0.702108036890646	0.837918872499388	0.681539090357468	FALSE	chr2:9843442:+;chr2:9843585:+	chr2:9876564:+;chr2:9913229:+;chr2:9913704:+;chr2:9933946:+;chr2:9934283:+;chr2:9934391:+
NMD3	0.629368874861315	P05-PA01	chr3:161224930:+|chr3:161252003:+	0.332777055892322	0.576868317636115	0.681539090357468	FALSE	chr3:161221262:+;chr3:161221557:+;chr3:161224930:+	chr3:161252003:+;chr3:161252307:+
FKBP3	0.631637250487854	P01-PA02	chr14:45131261:-|chr14:45115902:-	0.088919473367922	0.298193684319306	0.683805288139381	FALSE	chr14:45131261:-;chr14:45134481:-	chr14:45115902:-;chr14:45115599:-
SLC25A13	0.631829204221491	P04-PA02	chr7:96189379:-|chr7:96120417:-	0.869604787674209	0.932526025199409	0.683822933565266	FALSE	chr7:96121998:-;chr7:96185011:-;chr7:96189379:-;chr7:96322098:-	chr7:96120220:-;chr7:96120417:-
ZNF609	0.633967477918103	P02-PA01	chr15:64460742:+|chr15:64674786:+	0.077699370210183	0.278746067613846	0.685946467908609	FALSE	chr15:64460578:+;chr15:64460742:+	chr15:64675040:+;chr15:64674786:+
TSPAN2	0.636983132581003	P02-PA03	chr1:115089414:-|chr1:115049870:-	0.711510876799971	0.843511041302941	0.689017875837134	FALSE	chr1:115089414:-;chr1:115089500:-	chr1:115049223:-;chr1:115049814:-;chr1:115049870:-
MAGOHB	0.637439224801828	P02-PA03	chr12:10612978:-|chr12:10606018:-	0.116688265542731	0.341596641585849	0.689319695042644	FALSE	chr12:10612978:-;chr12:10613573:-	chr12:10606018:-;chr12:10604196:-;chr12:10605529:-
C1orf112	0.639421681659713	P02-PA01	chr1:169794730:+|chr1:169853088:+	0.0618989036156698	0.248794902712394	0.69127148200535	FALSE	chr1:169794730:+;chr1:169794999:+	chr1:169853088:+;chr1:169853264:+
RARS1	0.641876168108165	P02-PA02	chr5:168488692:+|chr5:168519299:+	0.0690538721279558	0.26278103456672	0.693732349373982	FALSE	chr5:168486451:+;chr5:168488692:+;chr5:168497012:+;chr5:168497218:+	chr5:168519197:+;chr5:168519299:+
DIMT1	0.643630612733999	P02-PA02	chr5:62403478:-|chr5:62388628:-	0.401047052303616	0.633282758571253	0.695435463606288	FALSE	chr5:62403478:-;chr5:62403624:-;chr5:62403855:-	chr5:62388527:-;chr5:62388628:-
CCNC	0.643983781793322	P06-PA02	chr6:99568767:-|chr6:99543780:-	0.50801945518762	0.712754835260779	0.695623990710711	FALSE	chr6:99549647:-;chr6:99561658:-;chr6:99568623:-;chr6:99568767:-	chr6:99542387:-;chr6:99543780:-
IDH2	0.644164212296964	P04-PA01	chr15:90102554:-|chr15:90083045:-	0.305523777377044	0.552742053201169	0.695625874749537	FALSE	chr15:90102468:-;chr15:90102554:-	chr15:90083045:-;chr15:90083978:-
HERC3	0.645732277998887	P06-PA02	chr4:88667456:+|chr4:88708539:+	0.1284168042561	0.358352904629082	0.697125834234516	FALSE	chr4:88592434:+;chr4:88667456:+	chr4:88708465:+;chr4:88708539:+
P2RX3	0.647350169422541	P02-PA01	chr11:57347424:+|chr11:57370601:+	0.661598460370953	0.813387029876278	0.69867873844246	FALSE	chr11:57338352:+;chr11:57347424:+	chr11:57370601:+;chr11:57372065:+;chr11:57372396:+
NDC1	0.649227445925262	P02-PA02	chr1:53838463:-|chr1:53766213:-	0.723381487426431	0.850518363956024	0.700510656038539	FALSE	chr1:53838296:-;chr1:53838463:-	chr1:53765473:-;chr1:53766213:-;chr1:53767720:-
HERC2	0.650058932736724	P01-PA01	chr15:28113717:-|chr15:28111045:-	0.181418488950596	0.425932493419551	0.70121347330121	FALSE	chr15:28113717:-;chr15:28135556:-	chr15:28111045:-;chr15:28111279:-;chr15:28111424:-
CDK20	0.650256760801711	P04-PA02	chr9:87974753:-|chr9:87966611:-	0.517795956100622	0.719580402804733	0.701232567811928	FALSE	chr9:87974487:-;chr9:87974589:-;chr9:87974685:-;chr9:87974753:-	chr9:87966441:-;chr9:87966611:-
CADPS	0.650889611644161	P07-PA02	chr3:62481855:-|chr3:62398970:-	1.25265079296115	1.11921883157904	0.701720647502276	FALSE	chr3:62474325:-;chr3:62478316:-;chr3:62481855:-;chr3:62492346:-;chr3:62536466:-;chr3:62536581:-;chr3:62550114:-;chr3:62585246:-	chr3:62398350:-;chr3:62398970:-
ME2	0.653485749031585	P03-PA01	chr18:50895825:+|chr18:50947848:+	0.55292474646292	0.743589097864486	0.704324479784042	FALSE	chr18:50879080:+;chr18:50879228:+;chr18:50895825:+;chr18:50908189:+	chr18:50947848:+;chr18:50947890:+
HECTD4	0.655384641187484	P05-PA01	chr12:112176702:-|chr12:112160196:-	0.26786843769766	0.517560081244352	0.70617559040766	FALSE	chr12:112167881:-;chr12:112176702:-	chr12:112160196:-;chr12:112160322:-
PIGK	0.655780820787159	P01-PA03	chr1:77169319:-|chr1:77092035:-	0.367387836200356	0.606125264446514	0.706406954987385	FALSE	chr1:77169319:-;chr1:77219426:-	chr1:77090740:-;chr1:77091699:-;chr1:77092035:-
UBE2V2	0.656358552584934	P03-PA01	chr8:48043033:+|chr8:48061569:+	0.0357698566910758	0.189129206340734	0.706833705453153	FALSE	chr8:48008415:+;chr8:48043033:+	chr8:48061569:+;chr8:48062610:+
POLR2C	0.656976745580731	P02-PA02	chr16:57462777:+|chr16:57472005:+	0.116463105461163	0.341266912344521	0.707303780571291	FALSE	chr16:57462660:+;chr16:57462777:+	chr16:57471679:+;chr16:57472005:+
POLD3	0.658152008661742	P04-PA02	chr11:74625504:+|chr11:74642736:+	0.0884451049600593	0.297397217471952	0.708373173823656	FALSE	chr11:74592556:+;chr11:74625504:+	chr11:74636218:+;chr11:74642736:+
APPL1	0.658717651508119	P03-PA01	chr3:57253682:+|chr3:57268424:+	0.353684784480285	0.594714035886395	0.708653502103243	FALSE	chr3:57227726:+;chr3:57227789:+;chr3:57253682:+	chr3:57268424:+;chr3:57269842:+;chr3:57271376:+
RC3H1	0.658776528156085	P02-PA02	chr1:173961815:-|chr1:173938514:-	0.0956253049276306	0.309233414959688	0.708653502103243	FALSE	chr1:173961815:-;chr1:174022357:-	chr1:173938514:-;chr1:173937299:-
SERPINB8	0.659970918832057	P05-PA01	chr18:63979808:+|chr18:63987396:+	0.0969443541475811	0.311358883200048	0.709742206357237	FALSE	chr18:63970081:+;chr18:63979808:+	chr18:63987396:+;chr18:63989372:+
CD58	0.660159747015507	P01-PA01	chr1:116544590:-|chr1:116514538:-	0.0638266138636784	0.252639295961017	0.709749211580052	FALSE	chr1:116544590:-;chr1:116570984:-;chr1:116571093:-	chr1:116514538:-;chr1:116521797:-
REEP2	0.661556733126568	P02-PA01	chr5:138439168:+|chr5:138446385:+	0.325529619629373	0.570552030606651	0.71105476589225	FALSE	chr5:138439057:+;chr5:138439168:+	chr5:138446385:+;chr5:138446965:+
BMPR1A	0.662013871994552	P01-PA01	chr10:86756601:+|chr10:86924706:+	0.033234556644632	0.18230347403336	0.711349711199225	FALSE	chr10:86756601:+;chr10:86838862:+;chr10:86838939:+	chr10:86924706:+;chr10:86925184:+
KRBA1	0.662572547333973	P02-PA01	chr7:149714951:+|chr7:149722040:+	0.171897411446848	0.414605127135264	0.711753566989833	FALSE	chr7:149714951:+;chr7:149715011:+	chr7:149722040:+;chr7:149734571:+
PPP3CB	0.663027620719923	P02-PA02	chr10:73471577:-|chr10:73443789:-	0.260757040236836	0.510643750805624	0.712045938610389	FALSE	chr10:73467619:-;chr10:73471577:-;chr10:73495996:-	chr10:73436805:-;chr10:73443789:-
WASH3P	0.663590331427758	P03-PA02	chr15:101966052:+|chr15:101976559:+	0.125	0.353553390593274	0.712453712147893	FALSE	chr15:101961603:+;chr15:101966052:+	chr15:101967782:+;chr15:101976559:+
GHITM	0.665230134337857	P02-PA02	chr10:84139813:+|chr10:84152547:+	0.0849588016120064	0.291476931526333	0.713863424953545	FALSE	chr10:84139482:+;chr10:84139813:+	chr10:84152430:+;chr10:84152547:+;chr10:84152632:+
RPL37	0.665270101652058	P01-PA02	chr5:40832555:-|chr5:40826329:-	0.503293433091813	0.709431767749241	0.713863424953545	FALSE	chr5:40832555:-;chr5:40834607:-;chr5:40835186:-	chr5:40825262:-;chr5:40826329:-
DZIP3	0.66646865891297	P02-PA01	chr3:108590055:+|chr3:108648940:+	0.209346077384757	0.457543525126033	0.714952463253841	FALSE	chr3:108589705:+;chr3:108590055:+	chr3:108648940:+;chr3:108694033:+;chr3:108694123:+;chr3:108694840:+
ARSB	0.667399491777308	P03-PA03	chr5:78985249:-|chr5:78815717:-	0.176434676434677	0.420041279441291	0.715664649428773	FALSE	chr5:78985249:-;chr5:78985310:-	chr5:78779775:-;chr5:78815717:-
NECTIN3	0.667500216305131	P02-PA01	chr3:111071816:+|chr3:111133992:+	0.0936527153234176	0.306027311401152	0.715664649428773	FALSE	chr3:111071816:+;chr3:111072020:+	chr3:111133992:+;chr3:111134582:+
CEP135	0.668930209681393	P01-PA02	chr4:55948871:+|chr4:56011450:+	0.204166666666667	0.451848057057532	0.716757708925765	FALSE	chr4:55948871:+;chr4:55948945:+	chr4:55965750:+;chr4:56011450:+
DYNLT3	0.669224845460038	P02-PA02	chrX:37847514:-|chrX:37839066:-	0.376597932486504	0.613675755172472	0.716757708925765	FALSE	chrX:37847408:-;chrX:37847514:-;chrX:37847571:-	chrX:37838836:-;chrX:37839066:-
CRLS1	0.669235160901323	P05-PA01	chr20:6009779:+|chr20:6037393:+	0.0522875816993465	0.228664780190012	0.716757708925765	FALSE	chr20:6006093:+;chr20:6009779:+	chr20:6037393:+;chr20:6038029:+
TBC1D5	0.66925617054846	P11-PA01	chr3:17742739:-|chr3:17157168:-	0.323323458120119	0.568615386812667	0.716757708925765	FALSE	chr3:17742564:-;chr3:17742739:-	chr3:17157168:-;chr3:17167803:-
ZNF473	0.669784428070917	P04-PA01	chr19:50026114:+|chr19:50047171:+	0.0844654694639567	0.290629436678318	0.717126176699692	FALSE	chr19:50026005:+;chr19:50026114:+	chr19:50047171:+;chr19:50048776:+
RNF144A	0.672056102944854	P01-PA01	chr2:6917412:+|chr2:6998157:+	0.579896907216495	0.761509623850214	0.719360574309683	FALSE	chr2:6917412:+;chr2:6917489:+	chr2:6998157:+;chr2:7040514:+;chr2:7044094:+;chr2:7044179:+
KLHL5	0.672925986603362	P06-PA01	chr4:39103315:+|chr4:39121833:+	0.266355633802817	0.516096535352464	0.720036455370429	FALSE	chr4:39044831:+;chr4:39103315:+	chr4:39121833:+;chr4:39122128:+;chr4:39122209:+
ZSCAN30	0.673057452117388	P06-PA02	chr18:35290197:-|chr18:35259012:-	0.0473500134517083	0.217600582379065	0.720036455370429	FALSE	chr18:35264046:-;chr18:35264384:-;chr18:35290197:-	chr18:35251062:-;chr18:35259012:-
DIXDC1	0.673392552648429	P02-PA02	chr11:111937343:+|chr11:112022584:+	0.153817736311375	0.392196043212288	0.720197035016575	FALSE	chr11:111927144:+;chr11:111937343:+;chr11:111937420:+	chr11:111975995:+;chr11:112022584:+
TBL3	0.677322188239336	P05-PA02	chr16:1977026:+|chr16:1978750:+	0.927753697393433	0.963199718331267	0.724200845596192	FALSE	chr16:1972053:+;chr16:1974579:+;chr16:1976069:+;chr16:1977026:+	chr16:1978684:+;chr16:1978750:+
INSIG2	0.677541379872268	P02-PA01	chr2:118088550:+|chr2:118108594:+	0.800416432066322	0.894659953315404	0.724236296497182	FALSE	chr2:118088418:+;chr2:118088550:+	chr2:118108594:+;chr2:118108757:+;chr2:118110021:+;chr2:118110997:+
ARV1	0.678660559500416	P03-PA01	chr1:230995760:+|chr1:231000587:+	0.062891552276679	0.250781881874826	0.725209229634812	FALSE	chr1:230979094:+;chr1:230995760:+	chr1:231000587:+;chr1:231000733:+
SYK	0.678824154325521	P03-PA05	chr9:90801927:+|chr9:90896147:+	0.231839588982446	0.481497236733967	0.725209229634812	FALSE	chr9:90801787:+;chr9:90801927:+	chr9:90845957:+;chr9:90867842:+;chr9:90896147:+
PFKFB2	0.681077926277146	P03-PA01	chr1:207069424:+|chr1:207080963:+	0.134408602150538	0.366617787553383	0.727417384635646	FALSE	chr1:207053275:+;chr1:207069424:+	chr1:207080963:+;chr1:207081027:+
LTO1	0.68233703754701	P08-PA02	chr11:69675247:-|chr11:69667611:-	0.0697634319608248	0.264127681171105	0.728562283919504	FALSE	chr11:69673295:-;chr11:69675247:-;chr11:69675416:-	chr11:69665563:-;chr11:69667611:-
RXRG	0.685460838551553	P03-PA01	chr1:165445355:-|chr1:165400922:-	0.298854570205848	0.546675927955354	0.73169702343877	FALSE	chr1:165445126:-;chr1:165445355:-	chr1:165400922:-;chr1:165401118:-
ACAP3	0.686017413454584	P05-PA02	chr1:1303260:-|chr1:1292870:-	0.17449411886828	0.417724932064486	0.732008865127736	FALSE	chr1:1303260:-;chr1:1307818:-;chr1:1307930:-	chr1:1292391:-;chr1:1292870:-
RCAN2	0.686129039006193	P02-PA01	chr6:46325892:-|chr6:46220737:-	0.137940390055998	0.371403271466472	0.732008865127736	FALSE	chr6:46325668:-;chr6:46325892:-	chr6:46220737:-;chr6:46221469:-
SIRT3	0.688108314398187	P06-PA02	chr11:236931:-|chr11:215427:-	0.0716343581512119	0.267645956724947	0.733919361082779	FALSE	chr11:236326:-;chr11:236931:-	chr11:215030:-;chr11:215427:-
TEX2	0.693949119387107	P04-PA02	chr17:64212719:-|chr17:64147671:-	0.178339654445849	0.42230279947669	0.739816427159993	FALSE	chr17:64212719:-;chr17:64263227:-	chr17:64147435:-;chr17:64147671:-
SMIM12	0.694017362442408	P01-PA02	chr1:34859045:-|chr1:34855044:-	0.134254543870065	0.36640761983079	0.739816427159993	FALSE	chr1:34859045:-;chr1:34859717:-	chr1:34855044:-;chr1:34853519:-
NUDT15	0.695642434482236	P01-PA02	chr13:48037567:+|chr13:48047218:+	0.0363411715529455	0.190633605518402	0.741345742523774	FALSE	chr13:48037567:+;chr13:48037726:+	chr13:48047151:+;chr13:48047218:+
GTF2IRD2	0.698508548873108	P02-PA01	chr7:74812796:-|chr7:74796144:-	0.111167419709366	0.333417785532455	0.744196436990424	FALSE	chr7:74812796:-;chr7:74851518:-	chr7:74796144:-;chr7:74818806:-
STEAP1B	0.698856014385649	P02-PA02	chr7:22500282:-|chr7:22483816:-	0.307589899640109	0.554607879172402	0.74436291764797	FALSE	chr7:22500177:-;chr7:22500282:-	chr7:22419448:-;chr7:22483816:-
RNF121	0.699645997942111	P03-PA02	chr11:71957239:+|chr11:71997597:+	0.0692389114975129	0.263132878024607	0.744991301636318	FALSE	chr11:71929018:+;chr11:71957239:+	chr11:71996536:+;chr11:71997597:+
SLC66A2	0.699828715665044	P07-PA02	chr18:79951603:-|chr18:79902469:-	0.169117647058823	0.411239160414987	0.744991301636318	FALSE	chr18:79950817:-;chr18:79951603:-	chr18:79902420:-;chr18:79902469:-;chr18:79903703:-
VKORC1L1	0.701402444648886	P03-PA01	chr7:65873270:+|chr7:65954724:+	0.795118419691799	0.891694128999288	0.746462470480622	FALSE	chr7:65873270:+;chr7:65873369:+	chr7:65954724:+;chr7:65954819:+;chr7:65957853:+;chr7:65958548:+
CDKN2AIP	0.703914364309121	P02-PA01	chr4:183444697:+|chr4:183447929:+	0.125605678072541	0.354408913647133	0.748931024939985	FALSE	chr4:183444635:+;chr4:183444697:+	chr4:183447929:+;chr4:183448195:+
